book_id,goodreads_book_id,title,authors,year,genre,tag_id,image_url,small_image_url,isbn,isbn13
883,78433,The Blind Assassin,Margaret Atwood,2000.0,ebooks,10210,https://images.gr-assets.com/books/1451445426m/78433.jpg,https://images.gr-assets.com/books/1451445426s/78433.jpg,1860498809,9781860498800.0
884,23164983,Hollow City,Ransom Riggs,2014.0,contemporary,8055,https://images.gr-assets.com/books/1429175859m/23164983.jpg,https://images.gr-assets.com/books/1429175859s/23164983.jpg,1594747350,9781594747360.0
885,359770,House of Sand and Fog,Andre Dubus III,1999.0,fiction,11743,https://images.gr-assets.com/books/1428883041m/359770.jpg,https://images.gr-assets.com/books/1428883041s/359770.jpg,375727345,9780375727340.0
886,17235026,The Girl with All the Gifts,M.R. Carey,2014.0,mystery,20939,https://images.gr-assets.com/books/1403033579m/17235026.jpg,https://images.gr-assets.com/books/1403033579s/17235026.jpg,356500152,9780356500160.0
887,77013,As I Lay Dying,William Faulkner,1930.0,fiction,11743,https://images.gr-assets.com/books/1451810782m/77013.jpg,https://images.gr-assets.com/books/1451810782s/77013.jpg,067973225X,9780679732260.0
888,98573,Harold and the Purple Crayon,Crockett Johnson,1955.0,classics,7457,https://images.gr-assets.com/books/1327390957m/98573.jpg,https://images.gr-assets.com/books/1327390957s/98573.jpg,747532036,9780747532030.0
889,35729,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,2006.0,romance,26138,https://images.gr-assets.com/books/1300845974m/35729.jpg,https://images.gr-assets.com/books/1300845974s/35729.jpg,451218043,9780451218050.0
890,29580,,Isaac Asimov,1953.0,fiction,11743,https://images.gr-assets.com/books/1417900922m/29580.jpg,https://images.gr-assets.com/books/1417900922s/29580.jpg,553803735,9780553803730.0
891,91477,Fool Moon ,Jim Butcher,2001.0,thriller,30358,https://images.gr-assets.com/books/1345556849m/91477.jpg,https://images.gr-assets.com/books/1345556849s/91477.jpg,451458125,9780451458120.0
892,15751404,David and Goliath,Malcolm Gladwell,2011.0,business,5951,https://images.gr-assets.com/books/1391813567m/15751404.jpg,https://images.gr-assets.com/books/1391813567s/15751404.jpg,316204366,9780316204360.0
893,870,鋼の錬金術師 1,"Hiromu Arakawa, Akira Watanabe",2002.0,romance,26138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1591169208,9781591169210.0
894,64216,Guards! Guards!,Terry Pratchett,1989.0,fiction,11743,https://images.gr-assets.com/books/1431127356m/64216.jpg,https://images.gr-assets.com/books/1431127356s/64216.jpg,61020648,9780061020640.0
895,7815,The Year of Magical Thinking,Joan Didion,2005.0,classics,7457,https://images.gr-assets.com/books/1327878638m/7815.jpg,https://images.gr-assets.com/books/1327878638s/7815.jpg,1400078431,9781400078430.0
896,80660,We Need to Talk About Kevin,Lionel Shriver,2003.0,horror,14821,https://images.gr-assets.com/books/1327865017m/80660.jpg,https://images.gr-assets.com/books/1327865017s/80660.jpg,006112429X,9780061124300.0
897,112537,Rendezvous with Rama,Arthur C. Clarke,1973.0,fiction,11743,https://images.gr-assets.com/books/1405456427m/112537.jpg,https://images.gr-assets.com/books/1405456427s/112537.jpg,1857231589,9781857231590.0
898,43758,The Queen of the Damned,Anne Rice,1988.0,fiction,11743,https://images.gr-assets.com/books/1327871992m/43758.jpg,https://images.gr-assets.com/books/1327871992s/43758.jpg,345419626,9780345419620.0
899,53835,The Age of Innocence,"Edith Wharton, Maureen Howard",1920.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,159308143X,9781593081430.0
900,61535,The Selfish Gene,Richard Dawkins,1976.0,religion,25647,https://images.gr-assets.com/books/1366758096m/61535.jpg,https://images.gr-assets.com/books/1366758096s/61535.jpg,199291152,9780199291150.0
901,4965,Year of Wonders: A Novel of the Plague,Geraldine Brooks,2001.0,history,14552,https://images.gr-assets.com/books/1327936622m/4965.jpg,https://images.gr-assets.com/books/1327936622s/4965.jpg,142001430,9780142001430.0
902,32508,The Black Echo,Michael Connelly,1992.0,thriller,30358,https://images.gr-assets.com/books/1344265342m/32508.jpg,https://images.gr-assets.com/books/1344265342s/32508.jpg,446612731,9780446612740.0
903,667,Anthem,Ayn Rand,1938.0,romance,26138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,452281253,9780452281260.0
904,10140661,Gabriel's Inferno,Sylvain Reynard,2011.0,fiction,11743,https://images.gr-assets.com/books/1301789770m/10140661.jpg,https://images.gr-assets.com/books/1301789770s/10140661.jpg,1936305623,9781936305630.0
905,8073,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",1978.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,689707495,9780689707490.0
906,6643090,Major Pettigrew's Last Stand,Helen Simonson,2010.0,romance,26138,https://images.gr-assets.com/books/1320539020m/6643090.jpg,https://images.gr-assets.com/books/1320539020s/6643090.jpg,1400068932,9781400068940.0
907,5598113,Vision in White,Nora Roberts,2009.0,contemporary,8055,https://images.gr-assets.com/books/1316972164m/5598113.jpg,https://images.gr-assets.com/books/1316972164s/5598113.jpg,425227510,9780425227510.0
908,10909,The Tenth Circle,Jodi Picoult,2006.0,mystery,20939,https://images.gr-assets.com/books/1348575053m/10909.jpg,https://images.gr-assets.com/books/1348575053s/10909.jpg,074349671X,9780743496710.0
909,9067850,The Throne of Fire,Rick Riordan,2011.0,romance,26138,https://images.gr-assets.com/books/1366227973m/9067850.jpg,https://images.gr-assets.com/books/1366227973s/9067850.jpg,1423140567,9781423140570.0
910,51964,Old Man's War,John Scalzi,2005.0,fantasy,11305,https://images.gr-assets.com/books/1487044882m/51964.jpg,https://images.gr-assets.com/books/1487044882s/51964.jpg,765348276,9780765348270.0
911,32692,Gerald's Game,Stephen King,1992.0,mystery,20939,https://images.gr-assets.com/books/1297737756m/32692.jpg,https://images.gr-assets.com/books/1297737756s/32692.jpg,831727527,9780831727530.0
912,6427,Two for the Dough,Janet Evanovich,1996.0,thriller,30358,https://images.gr-assets.com/books/1330926461m/6427.jpg,https://images.gr-assets.com/books/1330926461s/6427.jpg,140255559,9780140255550.0
913,327847,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931.0,classics,7457,https://images.gr-assets.com/books/1379313627m/327847.jpg,https://images.gr-assets.com/books/1379313627s/327847.jpg,684818701,9780684818700.0
914,21611,The Forever War,Joe Haldeman,1974.0,science,26816,https://images.gr-assets.com/books/1386852511m/21611.jpg,https://images.gr-assets.com/books/1386852511s/21611.jpg,60510862,9780060510860.0
915,10585,Insomnia,"Stephen King, Bettina Blanch Tyroller",1994.0,fiction,11743,https://images.gr-assets.com/books/1354355494m/10585.jpg,https://images.gr-assets.com/books/1354355494s/10585.jpg,8497597729,9788497597720.0
916,7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003.0,history,14552,https://images.gr-assets.com/books/1397751318m/7603.jpg,https://images.gr-assets.com/books/1397751318s/7603.jpg,812971060,9780812971060.0
917,944073,The Blade Itself,Joe Abercrombie,2006.0,fantasy,11305,https://images.gr-assets.com/books/1284167912m/944073.jpg,https://images.gr-assets.com/books/1284167912s/944073.jpg,575079797,9780575079790.0
918,114955,The Arctic Incident,Eoin Colfer,2002.0,fantasy,11305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,786851473,9780786851480.0
919,7354,The Shipping News,Annie Proulx,1993.0,ebooks,10210,https://images.gr-assets.com/books/1469036074m/7354.jpg,https://images.gr-assets.com/books/1469036074s/7354.jpg,743225422,9780743225430.0
920,22318578,人生がときめく片づけの魔法,"Marie Kondō, Cathy Hirano",2011.0,ebooks,10210,https://images.gr-assets.com/books/1418767178m/22318578.jpg,https://images.gr-assets.com/books/1418767178s/22318578.jpg,1607747308,9781607747310.0
921,18460392,All the Bright Places,"Jennifer Niven, فرانک معنوی",2015.0,ebooks,10210,https://images.gr-assets.com/books/1404331702m/18460392.jpg,https://images.gr-assets.com/books/1404331702s/18460392.jpg,385755880,9780385755890.0
922,231604,Déjà Dead,Kathy Reichs,1997.0,fiction,11743,https://images.gr-assets.com/books/1334157601m/231604.jpg,https://images.gr-assets.com/books/1334157601s/231604.jpg,671011367,9780671011370.0
923,17402605,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,2007.0,ebooks,10210,https://images.gr-assets.com/books/1361310229m/17402605.jpg,https://images.gr-assets.com/books/1361310229s/17402605.jpg,552562521,9780552562520.0
924,10964693,The Marriage Plot,Jeffrey Eugenides,2011.0,fiction,11743,https://images.gr-assets.com/books/1328736940m/10964693.jpg,https://images.gr-assets.com/books/1328736940s/10964693.jpg,374203059,9780374203050.0
925,16527,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",1998.0,fiction,11743,https://images.gr-assets.com/books/1299666780m/16527.jpg,https://images.gr-assets.com/books/1299666780s/16527.jpg,61120251,9780061120250.0
926,22609317,Luckiest Girl Alive,Jessica Knoll,2015.0,contemporary,8055,https://images.gr-assets.com/books/1425975301m/22609317.jpg,https://images.gr-assets.com/books/1425975301s/22609317.jpg,1476789630,9781476789640.0
927,270730,"Crank (Crank, #1)",Ellen Hopkins,2004.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,689865198,9780689865190.0
928,17675462,The Raven Boys,Maggie Stiefvater,2012.0,romance,26138,https://images.gr-assets.com/books/1477103737m/17675462.jpg,https://images.gr-assets.com/books/1477103737s/17675462.jpg,545424925,9780545424930.0
929,547094,I Am Legend and Other Stories,Richard Matheson,1954.0,science,26816,https://images.gr-assets.com/books/1317791583m/547094.jpg,https://images.gr-assets.com/books/1317791583s/547094.jpg,031286504X,9780312865050.0
930,1736739,Olive Kitteridge,Elizabeth Strout,2008.0,ebooks,10210,https://images.gr-assets.com/books/1320430655m/1736739.jpg,https://images.gr-assets.com/books/1320430655s/1736739.jpg,140006208X,9781400062090.0
931,20588698,Not that Kind of Girl,"Lena Dunham, Joana Avillez",2014.0,nonfiction,21773,https://images.gr-assets.com/books/1402816003m/20588698.jpg,https://images.gr-assets.com/books/1402816003s/20588698.jpg,081299499X,9780812995000.0
932,76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,2001.0,psychology,24526,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,66620996,9780066620990.0
933,6137154,Fire,Kristin Cashore,2009.0,romance,26138,https://images.gr-assets.com/books/1331535456m/6137154.jpg,https://images.gr-assets.com/books/1331535456s/6137154.jpg,803734611,9780803734620.0
934,17716,En attendant Godot,Samuel Beckett,1952.0,contemporary,8055,https://images.gr-assets.com/books/1327910301m/17716.jpg,https://images.gr-assets.com/books/1327910301s/17716.jpg,,
935,43035,White Fang,Jack London,1906.0,fantasy,11305,https://images.gr-assets.com/books/1475878443m/43035.jpg,https://images.gr-assets.com/books/1475878443s/43035.jpg,439236193,9780439236200.0
936,4978,Wolves of the Calla,"Stephen King, Bernie Wrightson",2003.0,horror,14821,https://images.gr-assets.com/books/1419360231m/4978.jpg,https://images.gr-assets.com/books/1419360231s/4978.jpg,141651693X,9781416516930.0
937,18116,His Dark Materials,Philip Pullman,2000.0,classics,7457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,440238609,9780440238610.0
938,16081272,The Edge of Never,J.A. Redmerski,2012.0,romance,26138,https://images.gr-assets.com/books/1358810128m/16081272.jpg,https://images.gr-assets.com/books/1358810128s/16081272.jpg,1480095532,9781480095530.0
939,15776309,Reconstructing Amelia,Kimberly McCreight,2013.0,ebooks,10210,https://images.gr-assets.com/books/1350193583m/15776309.jpg,https://images.gr-assets.com/books/1350193583s/15776309.jpg,006222543X,9780062225440.0
940,18693716,The One Plus One,Jojo Moyes,2014.0,contemporary,8055,https://images.gr-assets.com/books/1403185695m/18693716.jpg,https://images.gr-assets.com/books/1403185695s/18693716.jpg,525426582,9780525426580.0
941,11899,The Hours,Michael Cunningham,1998.0,contemporary,8055,https://images.gr-assets.com/books/1479663379m/11899.jpg,https://images.gr-assets.com/books/1479663379s/11899.jpg,312305060,9780312305060.0
942,15858248,Wallbanger,Alice Clayton,2012.0,contemporary,8055,https://images.gr-assets.com/books/1352205960m/15858248.jpg,https://images.gr-assets.com/books/1352205960s/15858248.jpg,1623420024,9781623420020.0
943,4136,Holidays on Ice,David Sedaris,1997.0,nonfiction,21773,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg,316191299,9780316191300.0
944,10584,Desperation,Stephen King,1996.0,horror,14821,https://images.gr-assets.com/books/1395764566m/10584.jpg,https://images.gr-assets.com/books/1395764566s/10584.jpg,451188462,9780451188460.0
945,9369720,Passion,Lauren Kate,2011.0,romance,26138,https://images.gr-assets.com/books/1362339802m/9369720.jpg,https://images.gr-assets.com/books/1362339802s/9369720.jpg,385739168,9780385739160.0
946,13089710,The Kill Order,James Dashner,2012.0,thriller,30358,https://images.gr-assets.com/books/1330636153m/13089710.jpg,https://images.gr-assets.com/books/1330636153s/13089710.jpg,385742886,9780385742890.0
947,11500217,Angelfall,Susan Ee,2011.0,horror,14821,https://images.gr-assets.com/books/1423238576m/11500217.jpg,https://images.gr-assets.com/books/1423238576s/11500217.jpg,144477851X,9781444778520.0
948,187020,Empire Falls,Richard Russo,2001.0,classics,7457,https://images.gr-assets.com/books/1403184884m/187020.jpg,https://images.gr-assets.com/books/1403184884s/187020.jpg,375726403,9780375726410.0
949,13895,The Fires of Heaven,Robert Jordan,1993.0,fantasy,11305,https://images.gr-assets.com/books/1327866286m/13895.jpg,https://images.gr-assets.com/books/1327866286s/13895.jpg,1857232097,9781857232100.0
950,20820994,I'll Give You the Sun,Jandy Nelson,2014.0,fiction,11743,https://images.gr-assets.com/books/1496659336m/20820994.jpg,https://images.gr-assets.com/books/1496659336s/20820994.jpg,803734964,9780803734970.0
951,22283,Survivor,Chuck Palahniuk,1999.0,contemporary,8055,https://images.gr-assets.com/books/1327346693m/22283.jpg,https://images.gr-assets.com/books/1327346693s/22283.jpg,009928264X,9780099282650.0
952,9420,Shopaholic and Baby,Sophie Kinsella,2007.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,385338708,9780385338710.0
953,5091,The Dark Tower,Stephen King,2004.0,mystery,20939,https://images.gr-assets.com/books/1372296329m/5091.jpg,https://images.gr-assets.com/books/1372296329s/5091.jpg,1416524525,9781416524530.0
954,6202690,Twilight Director's Notebook,Catherine Hardwicke,2009.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,316070521,9780316070520.0
955,9418,Shopaholic Abroad,Sophie Kinsella,2001.0,ebooks,10210,https://images.gr-assets.com/books/1266449959m/9418.jpg,https://images.gr-assets.com/books/1266449959s/9418.jpg,440241812,9780440241810.0
956,5544,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,1984.0,history,14552,https://images.gr-assets.com/books/1348445281m/5544.jpg,https://images.gr-assets.com/books/1348445281s/5544.jpg,393316041,9780393316050.0
957,6654313,Linger,Maggie Stiefvater,2010.0,contemporary,8055,https://images.gr-assets.com/books/1292482391m/6654313.jpg,https://images.gr-assets.com/books/1292482391s/6654313.jpg,545123283,9780545123280.0
958,3579,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,1908.0,history,14552,https://images.gr-assets.com/books/1267721500m/3579.jpg,https://images.gr-assets.com/books/1267721500s/3579.jpg,553609416,76783609419.0
959,7588,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",1916.0,philosophy,23471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,142437344,9780142437350.0
960,1166599,The Gathering Storm,"Robert Jordan, Brandon Sanderson",2009.0,fantasy,11305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,765302306,9780765302300.0
961,19089,Middlemarch,"George Eliot, Michel Faber",1871.0,fiction,11743,https://images.gr-assets.com/books/1481264628m/19089.jpg,https://images.gr-assets.com/books/1481264628s/19089.jpg,451529170,9780451529180.0
962,13496084,Point of Retreat,Colleen Hoover,2012.0,fiction,11743,https://images.gr-assets.com/books/1330543249m/13496084.jpg,https://images.gr-assets.com/books/1330543249s/13496084.jpg,,
963,5350,The Partner,John Grisham,1997.0,thriller,30358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,385339100,9780385339100.0
964,30,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,1973.0,classics,7457,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg,345538374,9780345538380.0
965,13517535,Thoughtless,S.C. Stephens,2009.0,music,20673,https://images.gr-assets.com/books/1331254339m/13517535.jpg,https://images.gr-assets.com/books/1331254339s/13517535.jpg,146109111X,9781461091110.0
966,425029,Presumed Innocent,Scott Turow,1986.0,ebooks,10210,https://images.gr-assets.com/books/1404412704m/425029.jpg,https://images.gr-assets.com/books/1404412704s/425029.jpg,446350982,9780446350980.0
967,11597,The Dark Half,Stephen King,1989.0,fiction,11743,https://images.gr-assets.com/books/1430122353m/11597.jpg,https://images.gr-assets.com/books/1430122353s/11597.jpg,045052468X,9780450524680.0
968,7968243,Cleopatra: A Life,Stacy Schiff,2006.0,biography,4605,https://images.gr-assets.com/books/1294098301m/7968243.jpg,https://images.gr-assets.com/books/1294098301s/7968243.jpg,316001929,9780316001920.0
969,1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,2005.0,history,14552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,374292795,9780374292800.0
970,17182126,Steelheart,Brandon Sanderson,2013.0,romance,26138,https://images.gr-assets.com/books/1357576738m/17182126.jpg,https://images.gr-assets.com/books/1357576738s/17182126.jpg,385743564,9780385743560.0
971,766020,,"Marcus Pfister, J. Alison James",1995.0,fiction,11743,https://images.gr-assets.com/books/1328755881m/766020.jpg,https://images.gr-assets.com/books/1328755881s/766020.jpg,1558580093,9781558580090.0
972,32829,Voyage au centre de la Terre,Jules Verne,1864.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,553213970,9780553213970.0
973,6398634,The Happiness Project,Gretchen Rubin,2009.0,spirituality,28384,https://images.gr-assets.com/books/1256849491m/6398634.jpg,https://images.gr-assets.com/books/1256849491s/6398634.jpg,61583251,9780061583250.0
974,216363,The Man in the High Castle,Philip K. Dick,1962.0,classics,7457,https://images.gr-assets.com/books/1448756803m/216363.jpg,https://images.gr-assets.com/books/1448756803s/216363.jpg,679740678,9780679740670.0
975,105992,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",1974.0,biography,4605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,393322238,9780393322230.0
976,90072,,"Robert Kapilow, Dr. Seuss",,classics,7457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,793551617,9780793551610.0
977,15645,Inferno,"Dante Alighieri, Anthony M. Esolen",1320.0,fantasy,11305,https://images.gr-assets.com/books/1333579470m/15645.jpg,https://images.gr-assets.com/books/1333579470s/15645.jpg,812970063,9780812970070.0
978,11559200,Shadow of Night,Deborah Harkness,2012.0,history,14552,https://images.gr-assets.com/books/1320604137m/11559200.jpg,https://images.gr-assets.com/books/1320604137s/11559200.jpg,670023485,9780670023490.0
979,18816603,Leaving Time,Jodi Picoult,2014.0,paranormal,22973,https://images.gr-assets.com/books/1394487223m/18816603.jpg,https://images.gr-assets.com/books/1394487223s/18816603.jpg,345544927,9780345544930.0
980,71811,Moon Called,Patricia Briggs,2006.0,ebooks,10210,https://images.gr-assets.com/books/1272070347m/71811.jpg,https://images.gr-assets.com/books/1272070347s/71811.jpg,441013813,9780441013810.0
981,872333,Blue Bloods,Melissa de la Cruz,2006.0,romance,26138,https://images.gr-assets.com/books/1322281515m/872333.jpg,https://images.gr-assets.com/books/1322281515s/872333.jpg,786838922,9780786838930.0
982,40024,The Alienist,Caleb Carr,1994.0,ebooks,10210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,812976142,9780812976140.0
983,25489625,Between the World and Me,Ta-Nehisi Coates,2015.0,fiction,11743,https://images.gr-assets.com/books/1451435027m/25489625.jpg,https://images.gr-assets.com/books/1451435027s/25489625.jpg,812993543,9780812993550.0
984,15997,Paradise Lost,"John Milton, John      Leonard",1667.0,spirituality,28384,https://images.gr-assets.com/books/1455618673m/15997.jpg,https://images.gr-assets.com/books/1455618673s/15997.jpg,140424393,9780140424390.0
985,6463967,The Big Short: Inside the Doomsday Machine,Michael   Lewis,2009.0,nonfiction,21773,https://images.gr-assets.com/books/1453470736m/6463967.jpg,https://images.gr-assets.com/books/1453470736s/6463967.jpg,393072231,9780393072240.0
986,11564,The Girl Who Loved Tom Gordon,Stephen King,1999.0,horror,14821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1416524290,9781416524300.0
987,8621462, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0,mystery,20939,https://images.gr-assets.com/books/1485991317m/8621462.jpg,https://images.gr-assets.com/books/1485991317s/8621462.jpg,1406311529,9781406311520.0
988,8253920,Towers of Midnight,"Robert Jordan, Brandon Sanderson",2010.0,fantasy,11305,https://images.gr-assets.com/books/1358109459m/8253920.jpg,https://images.gr-assets.com/books/1358109459s/8253920.jpg,765325942,9780765325940.0
989,540020,The Day of the Jackal,Frederick Forsyth,1971.0,crime,8517,https://images.gr-assets.com/books/1405364996m/540020.jpg,https://images.gr-assets.com/books/1405364996s/540020.jpg,553266306,9780553266310.0
990,6732019,Rework,"Jason Fried, David Heinemeier Hansson",2010.0,business,5951,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,307463745,9780307463750.0
991,8909152,Attachments,Rainbow Rowell,2011.0,ebooks,10210,https://images.gr-assets.com/books/1499377988m/8909152.jpg,https://images.gr-assets.com/books/1499377988s/8909152.jpg,525951989,9780525951990.0
992,3090465,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005.0,paranormal,22973,https://images.gr-assets.com/books/1327930511m/3090465.jpg,https://images.gr-assets.com/books/1327930511s/3090465.jpg,739352350,9780739352360.0
993,12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,2012.0,art,2938,https://images.gr-assets.com/books/1335450415m/12875258.jpg,https://images.gr-assets.com/books/1335450415s/12875258.jpg,679644199,9780679644190.0
994,32085,All Creatures Great And Small,James Herriot,1972.0,science,26816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,312965788,9780312965780.0
995,11408650,The Unbecoming of Mara Dyer,Michelle Hodkin,2011.0,thriller,30358,https://images.gr-assets.com/books/1336655755m/11408650.jpg,https://images.gr-assets.com/books/1336655755s/11408650.jpg,,
996,6854,Three to Get Deadly,Janet Evanovich,1997.0,mystery,20939,https://images.gr-assets.com/books/1311727539m/6854.jpg,https://images.gr-assets.com/books/1311727539s/6854.jpg,312966091,9780312966100.0
997,136116,The Scarlet Pimpernel,Emmuska Orczy,1905.0,ebooks,10210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1576469239,9781576469230.0
998,44186,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",1971.0,classics,7457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,037582913X,9780375829130.0
999,37741,Tales of a Fourth Grade Nothing,Judy Blume,1972.0,fiction,11743,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,425193799,9780425193790.0
1000,10194157,Shadow and Bone,Leigh Bardugo,2012.0,romance,26138,https://images.gr-assets.com/books/1339533695m/10194157.jpg,https://images.gr-assets.com/books/1339533695s/10194157.jpg,805094598,9780805094600.0
1001,15797938,Het diner,"Herman Koch, Sam Garrett",2009.0,mystery,20939,https://images.gr-assets.com/books/1355949630m/15797938.jpg,https://images.gr-assets.com/books/1355949630s/15797938.jpg,770437850,9780770437860.0
1002,14290364,Champion,Marie Lu,2013.0,ebooks,10210,https://images.gr-assets.com/books/1382652310m/14290364.jpg,https://images.gr-assets.com/books/1382652310s/14290364.jpg,399256776,9780399256780.0
1003,61666,Contact,Carl Sagan,1985.0,fiction,11743,https://images.gr-assets.com/books/1408792653m/61666.jpg,https://images.gr-assets.com/books/1408792653s/61666.jpg,2266079999,9782266079990.0
1004,9961796,Lola and the Boy Next Door,Stephanie Perkins,2011.0,contemporary,8055,https://images.gr-assets.com/books/1358271832m/9961796.jpg,https://images.gr-assets.com/books/1358271832s/9961796.jpg,525423281,9780525423290.0
1005,3711,White Teeth,Zadie Smith,1999.0,religion,25647,https://images.gr-assets.com/books/1374739885m/3711.jpg,https://images.gr-assets.com/books/1374739885s/3711.jpg,375703861,9780375703870.0
