goodreads_book_id,tag_id,count
25190,14821,11
25200,28384,28
25295,11305,630
25307,28384,32
25346,14552,74
25347,14552,25
25350,10210,28
25354,19733,76
25365,30358,256
25373,10210,63
25378,19733,65
25403,11305,5
25460,19733,189
25657,19733,24
25669,21773,332
25698,7457,351
25790,11305,111
25807,29076,28
25955,14552,8
26023,8055,7
26046,8055,52
26050,11743,152
26085,29076,5
26097,8055,25
26101,7457,25
26114,7457,68
26123,24526,144
26324,24526,352
26329,26816,143
26435,21773,206
26506,8055,29
26581,11743,18
26582,11743,496
26596,21773,2
26599,11743,11
26661,21773,17
26722,8517,9
26999,8517,42
27000,10210,26
27001,11305,542
27002,11743,665
27003,22973,52
27037,11743,14
27126,21773,171
27208,11743,515
27252,14552,191
27266,14821,64
27297,28384,37
27298,26138,57
27323,14552,1384
27333,11743,20
27397,8055,5
27398,21773,110
27494,23471,77
27523,7077,883
27525,11743,260
27526,11305,44
27528,7077,439
27530,30358,35
27712,7457,1133
27822,23831,75
27999,11743,370
28078,25647,26
28116,4605,149
28184,11743,441
28186,11305,10652
28187,20939,202
28194,11305,2452
28195,26138,82
28212,26816,172
28239,8055,3
28248,22973,4
28249,22973,33
28250,26138,43
28251,11743,166
28351,7457,77
28381,7457,1393
28407,23471,10
28481,11305,1768
28482,11743,79
28483,10210,9
28484,11305,1105
28485,10210,8
28507,11305,1190
28541,7457,13
28547,10210,11
28553,20673,17
28568,11743,173
28634,8055,42
28635,10210,3
28676,30358,499
28689,11743,177
28691,11743,103
28695,20939,7
28698,10210,4
28700,11743,380
28703,23471,5
28734,11743,121
28735,11305,532
28747,10210,5
28759,11743,150
28760,26816,8
28815,23471,16
28859,25647,104
28862,14552,1235
28866,11743,110
28876,11305,5482
28877,10210,52
28881,7077,33
28899,8055,4
28921,10210,47
28922,2938,39
28923,14552,14
28940,8517,8
29022,23471,8
29034,8517,23
29036,10210,7
29044,29076,146
29059,8055,350
29127,7457,104
29187,10210,8
29209,14552,53
29254,23831,10
29291,7457,242
29393,7457,2
29394,26138,19
29396,11743,415
29397,26816,15
29484,10210,10
29486,4605,65
29501,21773,254
29547,10210,11
29579,10210,70
29580,11743,1023
29581,7457,285
29582,10210,38
29641,11743,11
29744,11743,30
29797,10210,25
29800,19052,329
29801,11305,180
29802,10210,17
29923,14552,147
29925,7457,18
29946,24526,9
29948,23471,39
29981,30358,17
29999,20939,1925
30005,30358,44
30013,26816,71
30016,11305,27
30036,7457,29
30043,4605,21
30065,11305,39
30068,14821,113
30069,14821,702
30071,14821,454
30118,11743,512
30119,21773,65
30120,2938,13
30122,11743,132
30125,7457,24
30183,22973,1864
30224,26816,17
30225,22973,611
30226,22973,427
30228,10210,35
30240,20939,47
30241,11743,327
30242,26138,385
30243,26138,325
30244,11743,303
30245,26138,319
30246,26138,366
30248,26138,353
30259,11305,785
30260,8055,22
30262,8055,24
30263,29076,15
30264,11305,1807
30271,14821,227
30273,26816,22
30274,10210,48
30281,29076,41
30289,24526,23
30292,24526,3
30324,11743,192
30334,11305,899
30343,10210,8
30347,8055,29
30474,21773,579
30512,10210,4
30593,10210,11
30597,11305,29
30633,23471,44
30636,7457,44
30658,7457,80
30659,25647,32
30672,14552,82
30852,19733,456
30868,7457,91
30919,14552,4
30933,11743,1722
31072,7457,218
31087,14552,40
31098,11743,5
31099,11743,140
31100,11743,110
31101,11743,217
31106,8055,17
31122,11743,1729
31157,25647,19
31168,11743,346
31173,7457,3408
31175,11743,264
31178,8055,41
31181,11743,588
31196,31155,10
31231,20939,63
31242,7457,3543
31244,10210,35
31250,11743,491
31259,10210,23
31266,11743,151
31268,8517,3
31271,10210,5
31300,20939,1162
31304,10210,23
31312,26816,3
31313,11743,132
31314,23831,12
31331,22973,148
31332,11743,634
31333,10210,6
31334,11305,23
31335,26138,40
31336,11305,1075
31337,11743,351
31338,26138,16
31340,29076,11
31341,22973,204
31342,29076,12
31343,11743,36
31357,11743,193
31360,11305,267
31374,8055,10
31426,11743,46
31456,10210,13
31463,10210,48
31491,7457,34
31493,8055,11
31548,10210,43
31555,24526,444
31623,30358,140
31741,11743,141
31795,14552,244
31818,21773,33
31819,21773,37
31862,14552,12
31975,7778,605
31979,11743,85
32067,10210,58
32071,10210,39
32085,26816,22
32127,21773,146
32145,14552,270
32234,8517,36
32254,8517,300
32255,20939,508
32257,8517,338
32258,20939,559
32261,7457,6976
32263,8517,627
32276,26816,922
32349,11743,181
32370,8055,22
32416,20939,135
32418,26138,13
32421,11743,357
32422,26816,10
32423,26138,16
32424,11743,370
32426,4605,3
32428,26816,3
32429,11305,33
32430,11743,225
32432,29076,107
32433,20939,53
32434,30358,146
32435,11743,302
32437,11743,186
32438,10210,14
32439,30358,268
32441,26138,10
32442,30358,129
32443,30358,78
32445,8517,7
32446,22973,32
32453,29076,40
32456,11305,15
32499,30358,23
32501,30358,174
32502,30358,130
32504,11743,247
32505,20939,521
32506,20939,704
32507,20939,302
32508,30358,368
32523,11743,127
32525,14552,94
32527,26138,24
32529,11743,62
32530,10210,4
32542,7457,53
32552,11743,167
32559,23831,38
32585,10210,21
32626,30358,18
32628,10210,6
32636,11305,685
32638,29076,14
32650,11743,89
32669,11743,999
32682,11743,1177
32692,20939,52
32767,22973,11
32769,11305,147
32807,8517,6
32812,11743,185
32827,11743,235
32829,11743,1372
32831,11743,34
32929,7457,692
32979,29076,25
32987,19733,15
33144,20673,4
33293,23471,3
33313,21773,1018
33333,23471,4
33335,25647,3
33356,26816,8
33418,14552,4
33426,14552,7
33441,26138,10
33443,29076,18
33449,5951,15
33453,8055,36
33454,8055,52
33455,8517,4
33456,22973,259
33457,14821,30
33458,14821,14
33459,14821,7
33507,10210,112
33512,10210,10
33514,2938,35
33547,14821,1588
33569,8517,7
33600,10210,20
33609,26138,272
33668,8055,14
33676,11743,240
33722,10210,41
33723,8055,9
33724,8055,779
33726,26138,638
33727,8055,238
33729,2938,10
33732,8055,174
33770,26138,16
33808,11743,284
33810,8055,7
33813,30358,110
33820,8517,11
33896,8055,6
33906,26138,55
33917,7457,58
33926,11743,218
34053,11743,450
34057,10210,9
34072,11743,201
34080,11743,148
34084,29076,28
34262,7457,20
34268,7457,6034
34295,8055,28
34310,7457,5
34312,10210,7
34451,26816,15
34452,22973,9
34484,10210,37
34492,11305,2925
34494,26816,23
34497,11305,11255
34498,11305,1358
34499,10210,53
34501,26816,24
34502,20673,74
34503,26816,7
34504,11743,879
34506,11743,1101
34507,11305,2797
34508,11305,880
34510,11305,1854
34511,10210,41
34517,11743,739
34527,20939,98
34529,11743,559
34532,11743,753
34534,11305,2308
34541,10210,32
34548,14821,11
34605,22973,5
34760,24526,21
34871,11305,65
34897,10210,60
34898,11305,389
34919,10210,15
34941,11743,156
34988,11743,40
34993,10210,31
35100,11743,7
35125,30358,19
35210,5951,85
35220,10210,16
35231,26138,14
35233,10210,1
35332,26138,31
35354,14821,3
35430,11305,87
35476,4605,147
35488,4605,289
35519,2938,13
35539,10210,2
35729,26138,2204
35743,11743,767
35805,11305,24
35816,7457,35
35921,26816,27
35982,11743,51
36058,10210,15
36064,8517,212
36071,23471,7
36072,24526,625
36076,23471,4
36086,26816,750
36159,22973,8
36315,30358,13
36529,4605,827
36638,14821,11
37034,11305,96
37095,8055,41
37100,29076,7
37186,11305,685
37187,11743,186
37190,11743,854
37296,11743,119
37297,29076,31
37298,10210,10
37300,8517,52
37301,10210,16
37302,30358,89
37303,10210,8
37304,30358,121
37338,8055,169
37377,7457,3
37380,7457,87
37398,14552,12
37415,26138,221
37426,11743,697
37435,11743,6543
37442,26138,126
37451,10210,17
37470,14552,452
37526,11743,315
37586,10210,36
37619,29076,3
37677,11305,12
37732,7457,478
37737,7457,13
37738,11743,227
37739,7457,50
37741,11743,513
37743,7457,99
37781,25647,72
37793,10210,20
37847,25647,4
37875,21773,24
38030,11743,169
38169,7457,347
38180,29076,10
38210,21773,97
38262,11743,714
38296,26138,30
38315,14552,13
38333,8055,9
38412,23471,14
38447,8055,323
38462,7457,586
38500,19733,7
38501,10210,14
38502,8055,7
38503,7457,31
38505,23831,7
38529,10210,16
38548,11305,134
38562,20939,20
38568,10210,35
38619,10210,88
38703,8517,13
38709,7457,541
38723,23471,59
38739,14552,11
38743,14552,21
38787,8055,9
38855,10210,6
38980,8055,557
38990,4605,460
39020,14552,2801
39026,11743,166
39028,30358,353
39030,30358,486
39031,10210,23
39032,30358,216
39033,29076,90
39045,8055,23
39542,8150,582
39662,29076,102
39664,30358,34
39792,11743,61
39795,30358,100
39796,10210,13
39798,30358,62
39799,8055,9
39801,20939,353
39916,2938,11
39926,23471,46
39933,21773,46
39963,14552,14
39980,7457,17
39988,11305,111
39999,11743,1779
40024,10210,31
40067,26816,82
40102,26816,757
40136,19733,81
40158,10210,26
40159,20939,24
40168,21773,29
40173,8055,25
40189,14552,7
40200,10210,24
40217,10210,21
40223,10210,25
40271,10210,21
40289,26816,6
40290,11305,1859
40293,31155,5
40313,20939,152
40317,29076,45
40320,20939,181
40329,10210,12
40331,11743,581
40395,11743,485
40425,11743,590
40440,10210,48
40445,20939,288
40465,7457,3
40470,10210,11
40471,30358,9
40482,29076,20
40483,8055,14
40493,11305,405
40496,25647,6
40526,29076,8
40580,4605,6
40710,10210,9
40722,28422,19
40745,5951,291
40923,10210,8
40929,14552,1025
40992,11305,953
41069,11305,12
41193,11743,1068
41219,10210,21
41424,10210,45
41490,29076,110
41502,10210,15
41667,7457,281
41681,14552,291
41684,23831,13
41689,8517,5
41698,8517,7
41701,11743,259
41704,29076,22
41706,30358,211
41707,20939,85
41710,30358,179
41716,8055,10
41804,7457,876
41810,7457,44
41811,8517,75
41820,7457,28
41821,26816,56
41865,11743,6298
41899,22973,72
41913,8517,17
41918,11743,6
41950,20939,3
41951,8055,37
41958,26138,76
41962,8055,17
41967,26138,95
41977,7457,10
42038,10210,19
42058,11743,313
42149,10210,22
42155,26138,679
42156,8055,379
42172,7077,35
42369,11743,213
42389,14552,1870
42407,11305,9
42432,26816,77
42435,31155,3
42512,7457,4
42547,25647,9
42603,11743,47
42607,7457,2234
42631,25647,30
42641,24526,5
42661,14552,630
42691,14552,24
42692,10210,6
42696,30358,6
42697,25647,21
42898,29076,30
42899,11743,429
42900,11305,356
42909,14552,17
42933,30358,18
42986,7457,47
43015,4605,532
43035,11305,30
43037,10210,3
43049,31155,8
43070,11743,228
43081,14552,7
43255,7457,4
43324,11743,220
43325,30358,139
43326,11743,52
43327,26138,32
43328,20939,101
43330,7457,5
43339,26138,6
43342,30358,82
43345,30358,66
43352,26138,21
43357,26138,15
43369,28384,46
43448,30358,175
43545,7457,1971
43615,30358,245
43641,11743,1937
43739,11743,40
43758,11743,1324
43763,8055,82
43780,20939,3
43781,30358,11
43782,8055,7
43797,14552,2
43798,26138,12
43799,8055,14
43805,11743,353
43808,11743,46
43814,26138,46
43818,7778,2
43841,11743,167
43877,5951,48
43884,11305,877
43886,11743,144
43887,10210,30
43889,26138,160
43892,11305,3919
43893,11743,214
43908,11743,112
43915,7778,15
43916,10210,18
43917,26816,4
43924,8517,88
43926,10210,9
43927,8517,78
43928,29076,95
43929,28422,10
43930,11743,224
43931,10210,25
43932,20939,393
43933,8517,224
43944,26138,35
43945,11743,1088
43992,14821,5
43993,30358,177
44001,7457,7
44133,11743,201
44170,26138,39
44184,7457,13
44186,7457,91
44255,8055,6
44360,7077,120
44361,21773,80
44399,7077,40
44543,10210,12
44559,8055,12
44597,11743,1476
44644,23471,3
44652,10210,31
44659,11743,485
44660,7457,5
44687,26138,16
44688,11743,348
44796,14552,4
44905,21773,310
45020,11743,175
45032,11743,2704
45100,11743,353
45101,11743,264
45102,11305,2956
45106,11305,1309
45107,10210,100
45108,11743,48
45109,11305,3305
45110,10210,28
45112,11743,82
45162,20939,387
45169,11743,215
45181,7457,384
45195,11743,463
45220,21773,27
45234,30358,170
45244,11305,25
45245,26816,10
45252,26816,24
45260,11305,19
45369,8517,38
45432,22973,50
45546,21773,303
45685,7457,1271
45760,11743,328
45967,7457,10
45974,7457,288
45978,11305,542
46012,10210,16
46114,11743,672
46164,8055,29
46165,10210,76
46170,10210,37
46182,11305,4
46190,10210,6
46191,10210,20
46199,11743,70
46201,7457,51
46202,10210,81
46227,11743,440
46292,23831,29
46306,10210,27
46349,8055,5
46438,14552,49
46460,8517,80
46544,11305,216
46601,11743,254
46654,7457,133
46656,11305,13
46661,26138,6
46674,23471,5
46676,21773,82
46677,11743,342
46755,11743,656
46756,26816,94
46777,14821,22
46787,10210,83
46799,24526,129
46815,4605,106
46906,7778,18
46908,7778,22
46913,31155,4
46917,10210,13
46945,11743,613
47021,23831,192
47076,8055,66
47212,22973,1271
47281,11743,1526
47304,4605,67
47345,8055,40
47401,10210,17
47520,11305,2490
47558,11743,185
47559,7778,144
47613,20939,17
47618,10210,15
47619,11305,927
47620,10210,15
47624,11743,568
47667,11305,8
47697,2938,7
47701,26816,12
47720,2938,14
47730,7457,70
47780,11743,16
47878,11305,345
47881,11743,73
47922,11743,96
47944,8055,58
47956,26138,265
47957,11305,1816
47959,22973,61
47989,11743,88
47990,11305,1085
47994,10210,27
48002,11743,602
48019,5951,575
48037,22973,155
48132,7457,124
48183,8055,20
48304,8150,446
48318,23471,263
48328,7457,576
48464,14821,16
48467,8055,9
48484,20939,11
48697,14552,10
48757,21773,416
48758,28384,9
48811,29076,5
48834,7457,5
48855,19733,2765
48862,7457,313
48974,11743,249
49006,11743,106
49011,20939,16
49041,14821,284
49158,28384,10
49176,23471,23
49195,19733,118
49221,4605,141
49234,24526,29
49245,24526,24
49250,21773,85
49251,14552,246
49322,26816,18
49350,8517,148
49353,29076,53
49436,25647,40
49455,11743,992
49465,10210,24
49540,7457,1393
49552,7457,6783
49596,26138,22
49628,20939,197
49750,11743,1676
49824,26138,58
50001,7457,10
50027,11305,1068
50033,4605,26
50039,20673,268
50051,11743,306
50091,26816,11
50140,21773,7
50144,11743,870
50275,30358,27
50365,11743,710
50398,10210,146
50453,7457,7
50618,8055,55
50695,8055,25
50750,10210,20
50798,11743,994
50833,8055,64
50930,11743,356
50937,21773,81
51019,11743,1400
51070,7457,26
51078,11743,31
51113,14552,12
51114,14552,13
51299,28384,27
51362,26138,10
51364,28384,34
51370,21773,18
51428,22973,379
51496,30358,226
51497,10210,14
51504,23831,52
51606,11743,735
51715,21773,103
51737,8055,1118
51738,26138,1485
51740,8055,47
51799,7457,1149
51893,28384,15
51964,11305,115
51985,23471,1238
52036,25647,901
52258,8055,32
52309,14552,16
52318,22973,25
52350,11305,22
52357,14821,37
52367,8517,6
52372,23471,143
52397,11305,218
52415,29076,15
52471,10210,5
52529,24526,229
52588,19733,22
52629,8055,1
52635,11743,289
52640,10210,11
52783,31155,4
52823,7457,751
52872,11305,62
52873,7457,22
53022,23831,2158
53061,23471,17
53064,11743,442
53168,22973,43
53200,23471,13
53343,5951,78
53413,8055,22
53447,20939,7
53496,8055,123
53498,11743,198
53580,11743,37
53625,10210,8
53639,23471,142
53645,8150,50
53764,26816,7
53809,28384,11
53817,28384,53
53834,10210,3
53835,11743,1967
53926,26138,62
53969,8055,27
54120,30358,6
54270,23471,117
54479,11743,1816
54492,7457,411
54499,7457,1928
54529,21773,141
54539,7457,2504
54620,7457,204
54666,23471,5
54984,20939,7
55018,8517,74
55019,20939,217
55022,10210,9
55030,21773,553
55095,20673,3
55229,4605,5
55352,21773,70
55354,21773,71
55398,11743,125
55399,11743,473
55401,26816,8
55403,4605,15
56034,8055,48
56066,20939,4
56073,19733,156
56157,7077,5
56353,26138,7
56373,14552,45
56405,26138,7
56452,5951,335
56454,10210,8
56465,5951,6
56466,8055,4
56480,19733,4
56495,7077,1010
56594,26138,6
56616,8517,170
56627,21773,382
56634,4605,140
56674,7457,74
56728,7077,158
56759,26138,19
56842,11743,680
56899,10210,4
56912,21773,50
56913,8150,355
56919,26138,24
57605,7457,39
57727,10210,16
57736,11743,358
57854,28384,31
57891,19052,44
57913,23471,65
57951,20939,309
58027,11743,1447
58033,11743,2
58077,30358,37
58098,21773,11
58314,8055,73
58345,26138,131
58547,23471,4
58696,7457,6203
58728,21773,33
58822,11743,547
58889,10210,14
58890,11743,196
58893,11743,170
58894,10210,13
58922,11305,22
58962,11743,318
59091,14552,5
59142,10210,9
59145,26138,10
59151,20939,11
59219,29076,31
59263,11743,346
59264,11305,347
59715,23471,9
59716,10210,59
59780,26816,19
59810,26138,1368
59813,20939,13
59819,22973,100
59821,20939,67
59822,11305,157
59825,20939,19
59829,22973,319
59830,10210,13
59836,8055,12
59882,26138,45
59887,8055,20
59889,10210,5
59924,24526,21
59952,7778,488
59960,7457,67
59969,11743,119
59978,20939,19
59980,8517,92
60057,10210,5
60080,21773,55
60142,7457,29
60177,11743,244
60211,11743,212
60220,10210,26
60223,10210,22
60229,10210,7
60400,11305,295
60431,21773,25
60471,10210,3
60510,11305,2579
60551,25647,63
60748,14821,36
60792,26138,61
60925,14821,219
60929,26816,21
60931,8055,31
60932,11743,329
60935,11743,333
60937,7457,30
61115,24526,8
61179,10210,36
61181,11305,25
61264,11743,361
61266,11743,15
61329,24526,4
61505,14552,534
61535,25647,66
61539,24526,15
61549,7457,274
61663,7457,9
61665,24526,4
61666,11743,1103
61672,26138,66
61794,7457,231
61834,7457,64
61886,11305,2995
61899,26816,20
61903,26138,69
61904,11743,199
61905,11305,58
61906,26816,24
61909,20939,5
61915,26816,23
61926,11305,84
61938,11305,351
61942,10210,17
61958,10210,16
61974,11305,223
61975,26138,84
62012,10210,15
62032,8055,6
62103,14552,3
62111,11743,756
62212,8055,4
62233,10210,15
62291,8055,84
62446,7457,2678
62479,11743,50
62485,7457,3
62530,8517,33
62571,22973,25
62953,8055,51
63032,11743,1039
63033,20939,40
63432,10210,29
63461,8055,16
63689,14552,12
63697,21773,1278
63720,11305,1043
63832,4605,35
64023,28384,115
64081,25647,108
64216,11743,1038
64217,26816,30
64218,11305,208
64222,11743,862
64394,20939,8
64401,20939,5
64481,8517,16
64582,14552,43
64666,10210,8
64732,10210,14
64794,7457,6
64854,29076,42
64857,20939,427
64860,8517,132
64862,8517,90
64863,20939,2571
64864,30358,35
64865,10210,32
64895,4605,13
64948,8517,7
64949,29076,33
64955,10210,12
64960,29076,48
65070,8055,20
65091,11305,729
65110,10210,48
65111,7457,25
65112,7457,25
65113,11305,79
65118,11743,796
65119,11305,595
65217,11305,19
65336,8055,3
65399,11743,106
65497,11743,210
65605,11743,397
65633,7457,3
65641,25647,146
65684,25647,10
65840,11743,275
65910,8055,18
65948,11305,50
66354,23471,121
66370,29076,23
66470,30358,117
66559,24526,53
66655,22973,52
66676,26816,5
66678,11305,1191
66683,10210,10
66692,10210,14
66693,26816,6
66695,10210,17
66857,11743,22
66933,14552,262
67035,10210,33
67238,23831,8
67513,22973,654
67657,21773,8
67863,21773,21
67920,8055,16
67931,14821,4
68099,31155,10
68143,26816,90
68210,28384,95
68378,11743,280
68380,11305,503
68396,10210,14
68418,11743,91
68427,26138,121
68428,11305,15166
68429,26138,154
68452,11305,140
68453,11305,14
68455,26138,8
68458,10210,30
68483,10210,17
68487,26138,21
68488,26816,19
68494,8055,16
68496,8055,15
68497,10210,21
68520,11305,608
68521,11305,269
68524,14552,50
68526,11743,311
68527,11305,229
68528,14552,117
68530,10210,14
68531,11743,263
68591,11743,466
68783,11743,554
68811,23471,12
68930,8517,262
68984,23471,25
68985,28384,4
69136,11305,2978
69242,10210,9
69392,11743,155
69477,10210,6
69571,4605,21
70241,14821,33
70287,26138,26
70401,4605,170
70420,21773,141
70487,11743,100
70489,21773,3
70509,10210,6
70535,26816,131
70539,20939,6
70561,23471,15
70912,11743,290
71252,22973,20
71292,11305,41
71332,4605,14
71458,8055,88
71622,11743,222
71728,11305,346
71771,14552,35
71776,25647,23
71784,25647,6
71787,7077,81
71811,10210,92
71823,20939,22
71863,29076,8
71864,11305,8
71865,11305,37
71867,8055,10
71869,30358,14
71870,10210,14
71984,10210,7
72003,26138,5
72148,8517,20
72159,11743,277
72223,11743,10
72536,24526,736
72623,26138,407
72657,10210,8
72659,31155,21
72854,10210,12
72855,26138,86
72929,22973,31
72978,10210,8
73051,11743,85
73062,14552,31
73064,8055,370
73070,26138,1504
73080,8055,417
73084,10210,27
73086,26138,1158
73089,8055,402
73095,10210,18
73100,11743,78
73184,21773,70
73186,7457,7
73297,7457,3
73385,14552,9
73860,11743,4
73864,24526,54
73906,25647,7
73945,11743,15
73960,14552,8
73965,19733,323
73968,7457,186
74033,30358,25
74034,23471,161
74036,8055,15
74169,28384,15
74256,11743,140
74270,10210,15
74389,10210,20
74406,11305,10
74462,8055,35
74532,11305,410
74731,11743,680
74812,4605,197
74821,14821,340
74824,10210,17
74862,11743,2
74928,22973,27
74997,20939,97
74998,11305,227
75020,14552,30
75024,20939,384
75162,7457,16
76104,30358,5
76171,7457,908
76179,29076,114
76237,7457,81
76248,30358,3
76334,28384,737
76401,11743,18
76527,7457,718
76620,11305,3800
76658,26816,18
76659,26816,13
76660,11305,527
76661,26816,12
76664,7457,7
76667,26138,8
76668,25647,5
76679,7457,36
76683,7457,96
76688,11743,251
76706,29076,19
76740,26816,44
76778,26816,70
76865,24526,26
76867,8517,270
76889,21773,7
77013,11743,2370
77103,31155,19
77142,7457,123
77156,11743,1024
77160,10210,11
77161,14552,24
77163,14552,22
77203,14552,302
77262,7457,11
77270,7457,2237
77276,25647,16
77281,11743,62
77295,21773,45
77298,11743,246
77366,26138,42
77368,11743,249
77378,30358,9
77390,7457,2896
77391,14552,19
77392,7457,2287
77394,11743,821
77395,7457,316
77398,8055,14
77427,7457,16
77430,14552,161
77431,10210,7
77449,26138,59
77477,10210,3
77504,10210,19
77505,26816,53
77507,26816,78
77554,11743,741
77565,26816,39
77566,26816,85
77661,14552,218
77699,10210,10
77711,11305,64
77727,19052,9
77735,10210,45
77736,26816,19
77738,11305,13
77739,30358,4
77767,19733,124
77770,26138,87
77773,14552,61
77786,11743,137
77787,11305,49
77866,19733,4
77995,11743,136
78039,11743,376
78129,20939,1386
78131,29076,107
78250,28384,213
78408,20939,79
78411,11743,871
78418,10210,98
78427,10210,9
78433,10210,51
78508,4605,438
78629,23471,4
78674,7077,92
78728,26138,15
78876,20673,37
78950,7457,1808
78960,26138,88
78970,10210,9
78971,30358,94
78972,10210,7
78976,11743,152
78982,29076,25
78983,11743,824
78985,20939,14
78987,26138,8
78989,8055,3
79006,11743,229
79016,8055,6
79121,7457,400
79257,11743,65
79378,10210,34
79379,30358,254
79421,7077,178
79422,11743,178
79426,11305,26
79428,26816,7
79649,7457,13
79705,8055,6
79790,8055,9
79834,19733,7
79879,7457,4
79885,10210,37
80176,11743,804
80369,24526,60
80449,10210,4
80534,8055,33
80536,11743,468
80566,10210,14
80568,10210,6
80570,24526,35
80616,29076,15
80630,8055,6
80631,30358,112
80642,8150,53
80660,14821,170
80670,11743,64
80672,11743,110
80674,7457,11
80750,8055,3
80834,7778,269
80890,14552,19
81176,14552,46
81227,14552,81
81524,11743,119
81779,10210,19
81903,30358,28
81922,5951,244
81939,25647,5
81948,5951,25
81959,25647,24
81992,26816,17
82192,26138,11
82356,7457,917
82397,23831,66
82434,26138,26
82436,8055,289
82553,26138,5
82747,8055,37
82748,10210,10
82751,4605,202
82780,26138,101
82817,10210,3
82888,26138,64
82970,21773,369
82991,29076,19
83083,14552,24
83143,26138,494
83144,10210,46
83346,11305,78
83369,11743,899
83539,26816,25
83674,26138,743
83763,26816,102
84022,8055,21
84052,26138,27
84054,11743,154
84119,7457,2349
84132,22973,674
84133,22973,649
84135,8055,25
84136,22973,1278
84139,26138,641
84140,8055,43
84142,11743,88
84144,22973,789
84145,26138,259
84146,26138,183
84151,10210,42
84351,8055,28
84369,25647,185
84525,21773,47
84552,26138,25
84699,5951,313
84736,10210,35
84777,20939,543
84785,11743,295
84786,20939,235
84839,26138,11
84842,29076,72
84844,8517,35
84847,29076,113
84927,7457,54
84981,11743,1402
85301,8055,121
85306,30358,260
85310,20939,194
85321,11743,117
85379,8055,14
85386,11743,1205
85391,8055,17
85392,11743,45
85418,11743,197
85425,29076,25
85431,4605,31
85437,26816,9
85443,26138,3
85448,19733,7
85459,11743,146
85491,29076,61
85622,11743,6
85679,7457,197
85733,11743,206
85737,10210,17
85957,8055,5
85958,30358,41
85987,10210,6
85989,8055,150
85990,11743,571
85993,26138,265
86147,30358,9
86172,23471,17
86321,10210,18
86424,10210,9
86524,4605,449
86525,10210,3
86643,11305,17
86655,26138,4
86658,30358,48
86663,30358,35
86737,11305,794
86856,19733,128
87220,11743,147
87264,26138,31
87280,8055,9
87346,11743,218
87424,20939,7
87425,11743,88
87632,31155,4
87640,2938,320
87665,14552,8
87745,30358,33
88061,19733,51
88071,10210,31
88072,11305,53
88077,26138,19
88442,14552,47
88514,11743,12
88815,7457,17
89160,10210,26
89165,8517,50
89184,26816,19
89185,14821,6
89186,11305,8
89187,26816,27
89190,10210,11
89195,11743,21
89284,26816,4
89369,28384,73
89370,7457,6
89375,21773,108
89399,8055,17
89551,11743,171
89656,29076,64
89691,8055,40
89716,11743,232
89717,22973,311
89723,14821,588
89724,8517,42
89731,7457,11
89755,20939,50
89763,14552,40
89788,8055,10
89884,11743,356
89959,23471,72
90072,7457,12
90078,26816,3
90192,11305,12
90420,14552,26
90475,10210,19
91017,4605,4
91201,30358,2
91203,11305,3
91244,8055,20
91247,8055,10
91248,11743,258
91249,7457,45
91253,7457,25
91357,11305,95
91439,14552,3
91440,8055,28
91474,14821,81
91475,14821,73
91476,8517,131
91477,30358,94
91478,22973,521
91479,11743,698
91571,23831,64
91582,11743,443
91661,14552,21
91714,7778,765
91760,8055,4
91767,19733,14
91953,21773,131
91981,11305,772
91989,14552,47
92057,21773,731
92121,11743,309
92143,11305,466
92147,11743,330
92160,11743,407
92163,8055,5
92227,30358,49
92250,28384,4
92254,11743,72
92303,10210,82
92307,23471,1704
92308,7457,891
92364,20939,245
92367,11743,296
92371,8055,3
92373,26816,10
92375,29076,32
92508,23471,13
92517,26138,21
92780,7457,822
92845,11305,146
92846,10210,15
92855,11743,177
92871,10210,3
92918,11305,982
92956,11743,171
93000,20673,10
93007,11743,341
93101,11305,678
93157,8517,9
93261,30358,21
93263,7457,582
93269,14821,14
93276,23831,2
93371,11305,22
93426,5951,7
93436,11305,29
93453,23471,9
93575,7457,76
93722,8055,239
93723,10210,23
93724,10210,30
93726,8055,181
93728,8055,271
93729,11743,246
93731,8055,216
93768,26816,5
93788,29076,65
93793,8517,20
93794,20939,249
93795,8055,6
93796,8055,5
93797,8055,5
93799,2938,5
93801,8517,31
93802,10210,19
93808,14821,4
93947,30358,115
93981,26816,161
94064,8055,31
94299,20939,170
94319,8055,12
94486,10210,9
94510,29076,3
94578,23471,297
94669,8055,25
94672,10210,3
94798,26816,5
94799,19733,5
94803,11743,106
94804,11743,52
94807,11305,5
94813,11305,86
95144,2938,7
95186,11743,1030
95395,8517,6
95406,30358,6
95420,4605,83
95431,14821,191
95558,10210,31
95602,7077,80
95607,26138,12
95608,8055,19
95617,14552,28
95619,11743,123
95621,7457,4
95622,11743,208
95643,11743,6
95658,26138,21
95659,8055,33
95660,8055,31
95661,26138,19
95693,10210,13
95707,28384,31
95708,24526,134
95747,23471,181
95784,14552,110
95819,23831,1682
95887,24526,91
96081,14552,4
96082,8055,29
96123,14552,847
96259,11743,18
96358,8517,95
96463,26138,6
96472,26816,30
96593,23471,12
96594,11305,14
96642,21773,53
96647,20673,411
96702,30358,2
96884,5951,22
96977,26816,4
96980,10210,19
97084,14821,2
97390,11743,34
97408,8055,33
97632,8055,14
97782,5951,14
97860,2938,30
97862,7077,127
97875,8055,69
97898,10210,10
98048,8055,7
98233,21773,28
98250,24526,2
